id_reserva,fecha_reserva,destino,nombre_tour,tipo_tour,pax_adultos,pax_ninos,pais_origen,idioma_guia,precio_unitario,ingreso_total,duracion_horas,calificacion,metodo_pago,estado_reserva,id_guia,temporada,mes,anio,email_contacto
RES03214,2021-08-10,Cancun,Zona Hotelera Tour,Grupal,15,1.0,Mexico,Aleman,833.94,12926.07,,5.0,Efectivo,Completada,G034,Alta,8,2021,cliente9108@gmail.com
RES00419,2022-11-23,Cozumel,Tour Isla Cozumel,Privado,3,,Francia,Italiano,1650.25,4950.75,4.7,5.0,Efectivo,Completada,G020,Media,11,2022,cliente7761@icloud.com
RES04867,2021-07-23,Chichen Itza,Valladolid + Chichen Itza,Grupal,11,1.0,Mexico,Aleman,1414.33,16264.79,4.5,4.1,Tarjeta credito,Completada,G006,Alta,7,2021,cliente7940@hotmail.com
RES03652,2022-11-20,Cancun,Zona Hotelera Tour,Privado,1,0.0,Alemania,Español,1188.18,1188.18,8.8,2.9,Efectivo,Completada,G012,Media,11,2022,cliente9571@hotmail.com
RES02400,2021-12-30,Uxmal,Uxmal + Kabah,Grupal,15,5.0,Mexico,Portugues,1178.36,20621.3,6.4,4.2,Efectivo,Completada,G001,Alta,12,2021,usuario@
RES02576,2024-03-14,Playa del Carmen,Xcaret,Grupal,16,1.0,Canada,Ingles,953.08,15725.82,4.5,2.0,Tarjeta credito,Pendiente,G021,Alta,3,2024,cliente2129@icloud.com
RES01296,2023-12-02,Cancun,Zona Hotelera Tour,Grupal,13,5.0,Reino Unido,Ingles,931.89,-14444.3,5.2,2.3,Tarjeta credito,Pendiente,G036,Alta,12,2023,cliente3462@yahoo.com
RES01050,2024-03-15,Holbox,Punta Mosquito,Grupal,15,4.0,Mexico,Aleman,1206.64,20512.88,2.9,4.6,Tarjeta credito,Pendiente,G003,Alta,3,2024,cliente3108@gmail.com
RES03160,2021-03-17,Holbox,Punta Mosquito,Grupal,14,7.0,Estados Unidos,Español,1219.91,21348.43,10.5,4.7,Efectivo,Completada,G017,Alta,3,2021,cliente5184@yahoo.com
RES04787,2021-05-05,Uxmal,Uxmal + Kabah,Grupal,16,8.0,Reino Unido,Ingles,926.63,18532.6,8.9,5.0,Tarjeta credito,Completada,G006,Media,5,2021,cliente2194@gmail.com
RES01198,2021-04-12,Cancun,Snorkel Arrecife,Grupal,18,0.0,España,Español,851.23,15322.14,,99.0,Efectivo,Completada,G040,Alta,4,2021,cliente8812@hotmail.com
RES00249,2021-09-18,Merida,Haciendas del Mayab,Grupal,17,2.0,Mexico,Español,569.99,10259.82,3.6,1.4,Efectivo,Completada,G006,Baja,9,2021,cliente9743@icloud.com
RES01213,2023-02-14,Merida,Haciendas del Mayab,Grupal,7,2.0,Estados Unidos,,584.1,4672.8,48.0,,Efectivo,Cancelada,G010,Baja,2,2023,cliente3841@hotmail.com
RES04081,2022-11-02,Holbox,Punta Mosquito,Grupal,6,3.0,Francia,Español,1023.58,7676.85,5.0,4.1,Tarjeta credito,Confirmada,G027,Media,11,2022,cliente6067@icloud.com
RES05515,2023-04-02,Uxmal,Uxmal + Kabah,Grupal,4,0.0,Mexico,Español,1206.09,4824.36,3.2,4.7,Tarjeta credito,Confirmada,G010,Alta,4,2023,cliente3253@outlook.com
RES00448,2022-03-31,Uxmal,Ruta Puuc,Privado,3,0.0,Estados Unidos,Español,1739.48,5218.44,10.1,2.0,Efectivo,Completada,G032,Alta,3,2022,cliente7346@hotmail.com
RES03605,2021-01-08,Tulum,Cenote Dos Ojos,Grupal,6,3.0,Estados Unidos,Ingles,804.17,6031.27,3.4,4.0,Efectivo,Completada,G039,Baja,1,2021,cliente9740@yahoo.com
RES04715,2023-07-24,Holbox,Tour Isla Holbox,Grupal,7,0.0,Reino Unido,,1207.41,8451.87,6.6,5.0,Tarjeta debito,Confirmada,G012,Alta,7,2023,cliente586@icloud.com
RES04569,2021-03-03,Holbox,Punta Mosquito,Privado,3,0.0,Estados Unidos,Frances,1930.5,5791.5,6.1,,Efectivo,Completada,G031,Alta,3,2021,cliente2522@icloud.com
RES02133,2021-09-09,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,5,2.0,Mexico,,777.91,4667.46,4.2,2.9,Tarjeta credito,Cancelada,G013,Baja,9,2021,usuario.dominio.com
RES01748,2023-10-12,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,10,3.0,Alemania,Italiano,829.7,9541.55,2.6,1.1,Tarjeta credito,Completada,G026,Media,10,2023,cliente2734@gmail.com
RES02288,2021-12-19,Tulum,Sian Ka'an,Privado,3,0.0,Mexico,Italiano,1850.67,5552.01,8.7,4.9,Paypal,Completada,G020,Alta,12,2021,cliente6571@outlook.com
RES03594,2022-03-29,Uxmal,Ruta Puuc,Grupal,9,0.0,Canada,Español,1232.82,11095.38,7.7,5.0,Efectivo,Completada,G009,Alta,3,2022,cliente8672@hotmail.com
RES03429,2022-03-25,Tulum,Cenote Dos Ojos,Privado,3,0.0,,Español,1664.85,4994.55,3.8,,Transferencia,Completada,G006,Alta,3,2022,cliente8935@gmail.com
RES02603,2024-02-27,Akumal,Cenote Yalku,Grupal,17,1.0,Alemania,Ingles,658.44,11522.7,10.4,4.1,Efectivo,Completada,G001,Baja,2,2024,cliente2254@hotmail.com
RES01324,2022-09-30,Cozumel,Tour Isla Cozumel,Grupal,18,7.0,Italia,Español,1014.73,21816.69,,5.0,Tarjeta credito,Completada,G001,Baja,9,2022,cliente6804@hotmail.com
RES04554,2021-07-06,Uxmal,Ruta Puuc,Grupal,13,,Estados Unidos,Ingles,1245.91,19934.56,8.1,5.0,Paypal,Completada,,Alta,7,2021,cliente3484@icloud.com
RES03404,2021-04-11,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,9,0.0,Francia,Español,1334.5,12010.5,8.2,4.4,Tarjeta debito,Completada,G022,Alta,4,2021,cliente4647@yahoo.com
RES02345,2021-07-10,Tulum,Sian Ka'an,Grupal,17,4.0,Canada,Italiano,1142.34,21704.46,7.5,3.9,Tarjeta credito,Completada,G036,Alta,7,2021,cliente8795@yahoo.com
RES05915,2024-03-02,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,2,1.0,Estados Unidos,Aleman,2332.18,5830.45,8.3,4.6,Efectivo,Completada,G001,Alta,3,2024,cliente6528@hotmail.com
RES00415,2021-11-17,Cancun,Zona Hotelera Tour,Grupal,16,5.0,Mexico,Ingles,753.34,13936.79,4.4,4.1,Efectivo,Confirmada,G004,Media,11,2021,cliente7081@icloud.com
RES00753,2023-02-17,Tulum,Cenote Gran Cenote,Grupal,5,0.0,España,Español,839.78,4198.9,8.7,5.0,Transferencia,Completada,G008,Baja,2,2023,cliente5901@outlook.com
RES03785,2023-04-11,Bacalar,Fuerte de San Felipe,Grupal,8,4.0,Estados Unidos,Español,1111.2,11112.0,7.9,4.7,Tarjeta credito,Confirmada,G029,Alta,4,2023,cliente8296@outlook.com
RES03044,2022-07-05,Akumal,Cenote Yalku,Grupal,10,3.0,,Ingles,942.39,10837.49,3.5,3.0,Tarjeta debito,Completada,G002,Alta,7,2022,cliente5494@gmail.com
RES00655,2024-01-14,Tulum,Cenote Dos Ojos,Grupal,8,,,Español,824.3,7830.85,6.6,3.9,Tarjeta debito,Completada,G032,Baja,1,2024,cliente3817@icloud.com
RES02472,2022-06-11,Playa del Carmen,Xcaret,Grupal,9,1.0,Canada,Frances,893.72,8490.34,3.7,4.8,Transferencia,Completada,G025,Media,6,2022,cliente8247@outlook.com
RES03329,2023-10-31,Playa del Carmen,Xel-Ha,Grupal,5,1.0,Estados Unidos,,813.59,4474.74,6.8,,Paypal,Completada,G017,Media,10,2023,cliente3065@outlook.com
RES03444,2023-06-23,Cozumel,Buceo Arrecife Palancar,Privado,3,1.0,Estados Unidos,Portugues,1681.18,5884.13,4.5,2.9,Efectivo,Completada,G018,Media,6,2023,cliente5415@hotmail.com
RES04119,2022-12-21,Cozumel,Tour Isla Cozumel,Grupal,12,4.0,Mexico,Italiano,1361.38,19059.32,9.0,5.0,Transferencia,Confirmada,G025,Alta,12,2022,cliente7956@icloud.com
RES02178,2021-04-08,Uxmal,Ruta Puuc,Grupal,5,1.0,Estados Unidos,Italiano,1122.86,6175.73,5.2,4.3,Tarjeta credito,Pendiente,G004,Alta,4,2021,cliente1621@outlook.com
RES05864,2021-09-09,Cancun,Snorkel Arrecife,Grupal,15,4.0,Estados Unidos,Aleman,621.53,10566.01,9.5,,Transferencia,Completada,G020,Baja,9,2021,cliente5484@outlook.com
RES03162,2023-09-10,Bacalar,Fuerte de San Felipe,Privado,2,1.0,Brasil,Español,1089.89,2724.73,2.7,4.3,Tarjeta credito,Completada,G036,Baja,9,2023,cliente854@hotmail.com
RES03286,2024-01-30,Merida,Izamal + Merida,Grupal,9,4.0,Estados Unidos,Español,631.21,6943.31,100.0,3.2,Tarjeta credito,Completada,G025,Baja,1,2024,cliente4834@yahoo.com
RES00590,2022-09-21,Bacalar,Laguna de los 7 Colores,Grupal,8,0.0,Mexico,Ingles,,6383.52,9.0,4.8,Crypto,Completada,G001,Baja,9,2022,cliente135@icloud.com
RES03817,2023-12-27,Bacalar,Kayak Canales,Privado,4,1.0,Canada,Aleman,1667.83,7505.23,9.2,5.0,,Pendiente,G026,Alta,12,2023,cliente5666@icloud.com
RES01176,2022-09-27,Bacalar,Kayak Canales,Grupal,11,2.0,Estados Unidos,Español,741.09,8893.08,4.4,3.7,Tarjeta debito,Completada,G025,Baja,9,2022,
RES03358,2022-07-22,Tulum,Cenote Gran Cenote,Grupal,18,4.0,Estados Unidos,Ingles,1213.8,24276.0,10.0,3.7,efectivo,Completada,G023,Alta,7,2022,cliente6779@hotmail.com
RES05410,2023-09-14,Holbox,Punta Mosquito,Grupal,12,0.0,Colombia,Ingles,952.6,11431.2,7.6,4.8,Efectivo,Confirmada,G005,Baja,9,2023,
RES05073,2022-06-23,Cozumel,Snorkel El Cielo,Grupal,11,3.0,Canada,Aleman,1198.61,14982.62,8.0,5.0,Tarjeta credito,Completada,G034,Media,6,2022,cliente605@hotmail.com
RES01551,2021-08-05,Playa del Carmen,Xel-Ha,Privado,2,1.0,Canada,Ingles,1421.97,3554.93,9.5,4.0,Tarjeta debito,Completada,G020,Alta,8,2021,cliente2085@yahoo.com
RES05660,2023-03-21,Merida,Centro Historico Merida,Grupal,12,0.0,Estados Unidos,Italiano,817.78,9813.36,4.0,5.0,Tarjeta debito,Completada,G040,Alta,3,2023,cliente2489@icloud.com
RES03870,2021-02-18,Holbox,Punta Mosquito,Privado,3,0.0,Alemania,Español,1408.97,4226.91,9.2,5.0,Transferencia,Completada,G003,Baja,2,2021,cliente9324@outlook.com
RES00702,2022-12-24,Tulum,Ruinas de Tulum,Privado,3,1.0,Mexico,Español,1849.89,6474.62,8.5,3.6,Tarjeta debito,Completada,G024,Alta,12,2022,cliente7359@gmail.com
RES02226,2021-09-15,Cozumel,Snorkel El Cielo,Privado,1,0.0,Mexico,Ingles,1469.55,1469.55,8.4,5.0,Efectivo,Pendiente,G024,Baja,9,2021,cliente4383@hotmail.com
RES02274,2021-08-27,Tulum,Ruinas de Tulum,Grupal,18,6.0,Mexico,Frances,1120.35,23527.35,2.7,4.6,Paypal,Completada,G024,Alta,8,2021,cliente4778@outlook.com
RES03201,2021-11-27,Holbox,Tour Isla Holbox,Grupal,19,6.0,Francia,Ingles,1136.64,25006.08,7.8,4.8,Paypal,Pendiente,G032,Media,11,2021,cliente7459@outlook.com
RES02643,2023-04-30,Holbox,Tour Isla Holbox,Grupal,12,3.0,Mexico,Español,1309.75,17681.62,5.8,,Efectivo,Completada,G014,Alta,4,2023,sinArroba.com
RES05091,2023-04-22,Merida,Izamal + Merida,Grupal,10,2.0,Estados Unidos,Español,899.47,9894.17,5.7,4.3,Transferencia,Confirmada,G018,Alta,4,2023,cliente6534@yahoo.com
RES00209,2022-03-17,Cancun,Zona Hotelera Tour,Grupal,8,2.0,Estados Unidos,Ingles,953.04,8577.36,4.2,4.2,Tarjeta debito,Pendiente,G025,Alta,3,2022,cliente4857@yahoo.com
RES02458,2023-10-23,Bacalar,Kayak Canales,Grupal,15,0.0,,Frances,937.39,14060.85,5.9,5.0,Transferencia,Pendiente,,Media,10,2023,cliente8504@gmail.com
RES03839,2022-02-10,Holbox,Tour Isla Holbox,Privado,3,0.0,,,1421.28,4263.84,6.9,5.0,Transferencia,Completada,G007,Baja,2,2022,cliente5256@gmail.com
RES00426,2023-02-23,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,2,0.0,Alemania,Portugues,1502.02,3004.04,8.3,5.0,Transferencia,Completada,G021,Baja,2,2023,cliente1618@gmail.com
RES04380,2021-09-02,Bacalar,Laguna de los 7 Colores,Grupal,10,3.0,Estados Unidos,Ingles,,8816.01,9.3,4.0,Efectivo,Completada,G003,Baja,9,2021,cliente4372@yahoo.com
RES01439,2022-12-28,Cancun,Isla Mujeres,Grupal,12,6.0,Alemania,Ingles,829.07,12436.05,,4.1,Efectivo,Completada,,Alta,12,2022,cliente1863@outlook.com
RES05684,2021-06-14,Playa del Carmen,Xel-Ha,Grupal,18,7.0,Colombia,Ingles,870.25,18710.38,10.0,4.6,Tarjeta credito,Pendiente,G009,Media,6,2021,cliente118@outlook.com
RES05968,2022-07-30,Bacalar,Laguna de los 7 Colores,Privado,3,1.0,Canada,Frances,1633.92,5718.72,6.0,4.6,Tarjeta credito,Cancelada,G016,Alta,7,2022,cliente8294@icloud.com
RES05305,2024-03-24,Merida,Centro Historico Merida,Privado,3,0.0,Brasil,Aleman,1341.84,4025.52,7.1,3.9,Efectivo,Completada,G039,Alta,3,2024,cliente6363@icloud.com
RES00111,2023-10-12,Cozumel,Snorkel El Cielo,Grupal,18,9.0,,Español,1187.18,26711.55,7.6,4.8,Efectivo,Pendiente,G017,Media,10,2023,cliente8068@gmail.com
RES03114,2023-01-02,Cancun,Laguna Nichupte,Privado,3,0.0,Belgica,Frances,951.4,2854.2,8.6,4.2,Tarjeta debito,Completada,G010,Baja,1,2023,
RES01033,2023-04-04,Bacalar,Kayak Canales,Grupal,20,3.0,Belgica,Italiano,1005.48,21617.82,4.3,,Transferencia,Completada,G005,Alta,4,2023,cliente6762@hotmail.com
RES02293,2023-02-08,Holbox,Tour Isla Holbox,Privado,3,1.0,Mexico,Ingles,1446.45,5062.57,5.5,5.0,Transferencia,Cancelada,G017,Baja,2,2023,cliente6240@yahoo.com
RES02487,2023-12-01,Holbox,Punta Mosquito,Grupal,15,3.0,Mexico,Ingles,1266.19,20892.14,9.6,2.9,Tarjeta credito,Completada,G034,Alta,12,2023,cliente8521@icloud.com
RES01045,2022-02-21,Tulum,Sian Ka'an,Grupal,16,1.0,Mexico,Español,760.32,12545.28,9.7,1.7,Transferencia,Pendiente,G039,Baja,2,2022,cliente4594@yahoo.com
RES02706,2021-04-02,Holbox,Avistamiento Tiburon Ballena,Grupal,4,0.0,Mexico,Ingles,1263.25,5053.0,6.7,4.7,Tarjeta credito,Cancelada,G026,Alta,4,2021,cliente5823@hotmail.com
RES03816,2023-10-23,Cozumel,Snorkel El Cielo,Privado,3,1.0,Mexico,Español,1653.11,5785.88,3.9,4.2,Transferencia,Confirmada,G027,Media,10,2023,cliente3348@outlook.com
RES03722,2024-01-14,Uxmal,Ruta Puuc,Privado,3,1.0,Canada,Español,1236.44,4327.54,2.6,4.2,Efectivo,Completada,G014,Baja,1,2024,cliente8480@gmail.com
RES04450,2024-03-29,Chichen Itza,Valladolid + Chichen Itza,Privado,2,0.0,Alemania,Ingles,,4133.86,8.6,5.0,Transferencia,Confirmada,G036,Alta,3,2024,cliente9319@hotmail.com
RES01633,2023-12-23,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,11,1.0,Estados Unidos,,1362.49,15668.64,7.9,4.0,Efectivo,Confirmada,G020,Alta,12,2023,cliente2797@icloud.com
RES04908,2021-01-06,Holbox,Tour Isla Holbox,Grupal,17,5.0,Mexico,Ingles,845.2,16481.4,7.1,,Tarjeta credito,Completada,G007,Baja,1,2021,cliente140@icloud.com
RES04039,2022-12-13,Cancun,Zona Hotelera Tour,Grupal,12,4.0,Estados Unidos,Español,886.8,12415.2,4.3,5.0,Tarjeta debito,Completada,G026,Alta,12,2022,cliente4074@icloud.com
RES04787,2021-05-05,Uxmal,Uxmal + Kabah,Grupal,16,8.0,Reino Unido,Ingles,926.63,18532.6,8.9,5.0,Tarjeta credito,Completada,G006,Media,5,2021,cliente5071@icloud.com
RES01034,2024-02-25,Uxmal,Uxmal + Kabah,Privado,4,1.0,Japon,Italiano,1368.34,6157.53,10.5,5.0,Efectivo,Completada,G001,Baja,2,2024,cliente8264@icloud.com
RES04355,2021-08-19,Cozumel,Tour Isla Cozumel,Grupal,8,0.0,Reino Unido,Español,1321.24,10569.92,9.5,3.9,Tarjeta debito,Completada,G027,Alta,8,2021,cliente353@gmail.com
RES05894,2021-05-27,Bacalar,Kayak Canales,Privado,4,1.0,Alemania,Ingles,1441.83,6488.23,4.1,3.8,Efectivo,Pendiente,G006,Media,5,2021,cliente9222@gmail.com
RES04295,2023-12-20,Holbox,Punta Mosquito,Grupal,11,1.0,Reino Unido,Español,1300.48,14955.52,4.8,3.2,efectivo,Completada,G022,Alta,12,2023,
RES00438,2023-10-16,Uxmal,Uxmal + Kabah,Grupal,16,0.0,Canada,Frances,987.38,15798.08,10.1,4.8,Efectivo,Completada,G039,Media,10,2023,cliente7997@gmail.com
RES01746,2021-06-27,Holbox,Punta Mosquito,Privado,2,0.0,,Español,1564.21,3128.42,9.5,5.0,Paypal,Cancelada,G007,Media,6,2021,cliente754@gmail.com
RES05399,2021-09-28,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,2,0.0,Estados Unidos,Italiano,1522.91,3045.82,6.8,3.2,Tarjeta credito,Completada,G038,Baja,9,2021,
RES03923,2023-12-31,Holbox,Avistamiento Tiburon Ballena,Privado,2,0.0,,Español,1827.49,3654.98,4.5,5.0,Efectivo,Completada,G007,Alta,12,2023,cliente9057@outlook.com
RES00108,2023-08-07,Bacalar,Kayak Canales,Grupal,19,6.0,Estados Unidos,Ingles,1113.51,24497.22,5.8,3.8,Tarjeta credito,Completada,G011,Alta,8,2023,cliente3843@hotmail.com
RES04980,2023-02-20,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,7,0.0,Estados Unidos,Español,1084.64,7592.48,4.4,5.0,Efectivo,Completada,G013,Baja,2,2023,cliente3398@outlook.com
RES00030,2021-02-01,Cancun,Snorkel Arrecife,Privado,3,0.0,Mexico,Español,919.23,2757.69,7.3,3.3,Efectivo,Completada,G023,Baja,2,2021,
RES04099,2021-12-14,Tulum,Sian Ka'an,Grupal,19,6.0,Mexico,Español,1069.25,23523.5,9.7,4.7,Efectivo,Cancelada,G004,Alta,12,2021,cliente5410@outlook.com
RES02952,2021-01-12,Merida,Haciendas del Mayab,Privado,1,0.0,Estados Unidos,Español,959.4,959.4,9.8,5.0,Efectivo,Cancelada,G003,Baja,1,2021,cliente5570@yahoo.com
RES02410,2021-08-15,Cancun,Laguna Nichupte,Grupal,20,9.0,Brasil,Italiano,953.15,23352.17,9.9,3.6,Efectivo,Completada,G002,Alta,8,2021,cliente6334@icloud.com
RES03911,2022-04-26,Tulum,Ruinas de Tulum,Grupal,15,7.0,España,Español,1162.18,21500.33,,,Tarjeta credito,Confirmada,G015,Alta,4,2022,
RES05202,2023-12-17,Bacalar,Kayak Canales,Privado,2,1.0,Estados Unidos,Ingles,1600.91,4002.28,,4.2,Efectivo,Completada,G025,Alta,12,2023,cliente1027@outlook.com
RES00752,2021-09-16,Holbox,Avistamiento Tiburon Ballena,Grupal,10,1.0,Canada,Español,971.4,10199.7,4.9,5.0,Tarjeta debito,Completada,G011,Baja,9,2021,cliente7548@icloud.com
RES01363,2022-08-06,Cozumel,Tour Isla Cozumel,Grupal,17,4.0,Mexico,Ingles,1326.46,25202.74,10.2,5.0,Transferencia,Completada,G032,Alta,8,2022,cliente8256@gmail.com
RES00585,2021-11-06,Cozumel,Tour Isla Cozumel,Grupal,6,2.0,Estados Unidos,Ingles,1039.72,7278.04,4.9,2.7,Tarjeta credito,Completada,G028,Media,11,2021,cliente9093@yahoo.com
RES01979,2022-04-25,Akumal,Cenote Yalku,Grupal,14,6.0,Reino Unido,Español,965.25,16409.25,7.1,5.0,Tarjeta debito,Completada,G026,Alta,4,2022,cliente9831@outlook.com
RES01420,2023-08-22,Tulum,Cenote Dos Ojos,Grupal,12,0.0,Alemania,Ingles,1072.04,12864.48,4.5,1.0,Tarjeta credito,Completada,G023,Alta,8,2023,cliente9105@yahoo.com
RES02104,2022-09-15,Tulum,Cenote Gran Cenote,Grupal,16,,Francia,Español,781.45,13284.65,5.5,4.6,Paypal,Completada,G024,Baja,9,2022,cliente9461@outlook.com
RES01193,2023-06-16,Holbox,Avistamiento Tiburon Ballena,Grupal,6,0.0,Brasil,Portugues,1072.03,6432.18,3.1,5.0,Tarjeta credito,Cancelada,G033,Media,6,2023,cliente9422@hotmail.com
RES02214,2022-04-24,Merida,Izamal + Merida,Privado,1,0.0,Alemania,Ingles,1332.74,1332.74,6.2,5.0,Tarjeta credito,Completada,G024,Alta,4,2022,cliente1317@icloud.com
RES04726,2023-06-21,Uxmal,Uxmal + Kabah,Grupal,9,2.0,Italia,Ingles,1028.66,10286.6,9.8,5.0,Efectivo,Cancelada,,Media,6,2023,cliente2159@yahoo.com
RES01821,2021-03-01,Chichen Itza,Valladolid + Chichen Itza,Grupal,17,6.0,Estados Unidos,Español,1393.39,27867.8,7.0,5.0,Transferencia,Completada,G015,Alta,3,2021,sinArroba.com
RES03945,2021-01-07,Akumal,Cenote Yalku,Grupal,8,4.0,Estados Unidos,Ingles,679.38,6793.8,9.9,4.1,Tarjeta credito,Cancelada,G015,Baja,1,2021,cliente621@icloud.com
RES04473,2021-12-13,Akumal,Snorkel Tortugas Akumal,Grupal,7,0.0,Estados Unidos,Español,892.17,6245.19,10.4,4.2,Efectivo,Confirmada,G022,Alta,12,2021,cliente1690@gmail.com
RES02583,2024-02-18,Akumal,Snorkel Tortugas Akumal,Grupal,8,0.0,Canada,Ingles,633.23,5065.84,6.4,3.3,Efectivo,Completada,G029,Baja,2,2024,cliente2735@hotmail.com
RES02489,2021-02-03,Chichen Itza,Valladolid + Chichen Itza,Grupal,10,1.0,Mexico,Español,1014.5,10652.25,3.2,1.7,Tarjeta credito,Completada,G036,Baja,2,2021,cliente8609@outlook.com
RES02188,2024-02-21,Bacalar,Kayak Canales,Grupal,15,0.0,Estados Unidos,Español,779.86,11697.9,9.0,3.1,Tarjeta credito,Cancelada,G024,Baja,2,2024,cliente7720@yahoo.com
RES05910,2021-07-01,Tulum,Cenote Dos Ojos,Grupal,16,3.0,España,Frances,1115.95,19529.12,7.9,4.9,Tarjeta debito,Pendiente,G027,Alta,7,2021,cliente9357@yahoo.com
RES03521,2022-10-07,Cancun,Isla Mujeres,Grupal,17,6.0,Japon,Español,790.97,15819.4,8.5,4.6,Tarjeta debito,Completada,G020,Media,10,2022,cliente3224@icloud.com
RES00180,2022-06-19,Holbox,Tour Isla Holbox,Privado,1,0.0,Belgica,Frances,1533.09,1533.09,3.2,5.0,Transferencia,Completada,G001,Media,6,2022,cliente467@icloud.com
RES02299,2023-09-26,Playa del Carmen,Quinta Avenida + Cozumel,Privado,2,1.0,Mexico,Español,1089.75,2724.38,7.7,3.6,Transferencia,Completada,G028,Baja,9,2023,cliente5771@yahoo.com
RES01322,2022-02-14,Tulum,Ruinas de Tulum,Grupal,7,0.0,Estados Unidos,Italiano,774.21,5419.47,6.5,3.8,Paypal,Completada,G010,Baja,2,2022,cliente9956@outlook.com
RES02329,2023-10-05,Holbox,Punta Mosquito,Grupal,7,1.0,Belgica,Ingles,1145.9,8594.25,2.7,3.9,Tarjeta debito,Completada,G001,Media,10,2023,cliente4461@gmail.com
RES02165,2023-04-26,Cozumel,Snorkel El Cielo,Privado,2,1.0,Francia,Español,1934.12,4835.3,7.4,5.0,Efectivo,Completada,G026,Alta,4,2023,
RES05685,2023-04-06,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,2,1.0,Canada,Español,2171.54,5428.85,9.0,3.9,Efectivo,Completada,G031,Alta,4,2023,cliente8440@yahoo.com
RES03533,2023-12-25,Playa del Carmen,Xel-Ha,Grupal,13,5.0,Estados Unidos,Español,1023.37,15862.24,6.9,5.0,,Completada,G016,Alta,12,2023,cliente8573@outlook.com
RES00890,2023-06-06,Cancun,Laguna Nichupte,Privado,1,0.0,Argentina,Español,1046.05,1046.05,200.0,3.7,Tarjeta credito,Completada,G032,Media,6,2023,cliente7267@gmail.com
RES03107,2022-08-14,Uxmal,Uxmal + Kabah,Grupal,6,2.0,Mexico,Español,1301.67,9111.69,5.7,5.0,,Completada,,Alta,8,2022,cliente4625@gmail.com
RES03863,2021-06-02,Tulum,Sian Ka'an,Privado,1,0.0,Estados Unidos,Aleman,1317.06,1317.06,6.4,5.0,Tarjeta credito,Confirmada,G012,Media,6,2021,cliente7069@yahoo.com
RES05640,2021-03-07,Uxmal,Uxmal + Kabah,Privado,3,1.0,Estados Unidos,Español,1811.41,500000.0,9.7,5.0,Tarjeta debito,Confirmada,G020,Alta,3,2021,cliente8148@gmail.com
RES00091,2022-07-16,Tulum,Sian Ka'an,Privado,2,0.0,Estados Unidos,Ingles,1593.41,3186.82,9.1,5.0,Tarjeta credito,Completada,G040,Alta,7,2022,cliente2460@hotmail.com
RES04588,2021-08-30,Merida,Izamal + Merida,Grupal,17,4.0,Mexico,Italiano,864.88,16432.72,,5.0,Tarjeta credito,Cancelada,G038,Alta,8,2021,cliente9287@icloud.com
RES05412,2023-07-08,Holbox,Punta Mosquito,Privado,2,,Canada,Español,1989.74,4974.35,3.1,4.7,Tarjeta credito,Completada,G002,Alta,7,2023,cliente7115@outlook.com
RES03383,2023-07-04,Cancun,Zona Hotelera Tour,Grupal,20,5.0,Estados Unidos,Español,886.26,19940.85,4.0,4.9,Efectivo,Completada,G015,Alta,7,2023,cliente8036@hotmail.com
RES02799,2022-11-22,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,4,2.0,Canada,Español,1233.03,6165.15,4.9,4.7,T. Credito,Completada,G004,Media,11,2022,cliente3415@gmail.com
RES01719,2021-06-16,Playa del Carmen,Xel-Ha,Grupal,17,5.0,Mexico,,821.86,16026.27,5.7,2.7,Tarjeta debito,Pendiente,,Media,6,2021,cliente6478@icloud.com
RES00625,2022-01-19,Merida,Izamal + Merida,Grupal,13,2.0,Mexico,Ingles,652.71,9137.94,4.2,,Tarjeta debito,Confirmada,G018,Baja,1,2022,cliente9969@outlook.com
RES00070,2023-01-08,Uxmal,Uxmal + Kabah,Grupal,4,0.0,Estados Unidos,Italiano,798.19,3192.76,7.2,5.0,Tarjeta debito,Completada,G006,Baja,1,2023,cliente7394@gmail.com
RES03670,2022-01-28,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,19,0.0,Mexico,Italiano,1075.62,20436.78,6.9,4.0,Efectivo,Completada,G032,Baja,1,2022,cliente4821@icloud.com
RES04950,2021-02-23,Bacalar,Fuerte de San Felipe,Privado,3,0.0,Alemania,Español,1158.84,3476.52,8.2,4.6,,Completada,G028,Baja,2,2021,cliente6942@gmail.com
RES03537,2022-05-19,Akumal,Snorkel Tortugas Akumal,Grupal,5,0.0,Estados Unidos,Español,796.23,3981.15,10.2,4.4,Transferencia,Confirmada,G012,Media,5,2022,cliente9214@yahoo.com
RES00878,2024-02-17,Cozumel,Buceo Arrecife Palancar,Privado,2,1.0,Japon,Ingles,1298.15,3245.38,4.9,5.0,Tarjeta credito,Cancelada,G010,Baja,2,2024,cliente1062@icloud.com
